2024-12-11 16:43:34,944 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2024-12-11 16:45:26,759 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234 [638])
2024-12-11 16:45:26,764 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234
2024-12-11 16:45:26,764 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\aopalliance-1.0.jar
2024-12-11 16:45:26,765 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\guice-5.1.0.jar
2024-12-11 16:45:26,765 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpclient-4.5.14.jar
2024-12-11 16:45:26,766 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpcore-4.4.16.jar
2024-12-11 16:45:26,766 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jansi-2.4.0.jar
2024-12-11 16:45:26,766 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jcl-over-slf4j-1.7.36.jar
2024-12-11 16:45:26,766 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-artifact-3.9.6.jar
2024-12-11 16:45:26,767 [Worker-0: Launching mavenrun-a51cb858-bc13-43ae-9f25-292e6e169372] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\91636\Downloads\eclipse-j2ee-2024-03\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-builder-support-3.9.6.jar
